-0.0169280299332,-0.08442340791225433
-0.0157079640776,-0.12243668735027313
-0.0157079640776,-0.12059803307056427
-0.0157079640776,-0.13308675587177277
-0.0157079640776,-0.1327427476644516
-0.0174532923847,-0.16750304400920868
-0.0191986225545,-0.14058509469032288
-0.0205366131543,-0.11696867644786835
-0.0231369964613,-0.1335296630859375
-0.0292430744302,-0.11939743161201477
-0.0410089294776,-0.10267327725887299
-0.0514905581597,-0.09680406749248505
-0.054105207324,-0.09035968780517578
-0.054105207324,-0.09587101638317108
-0.054105207324,-0.0954643040895462
-0.054105207324,-0.09445048868656158
-0.0523598790169,-0.07917951047420502
-0.0523598790169,-0.06801427900791168
-0.0519790866065,-0.050841763615608215
-0.0476152155422,-0.052598610520362854
-0.0411586388579,-0.0468548983335495
-0.0336691472673,-0.019623741507530212
-0.0296705979854,-0.012597187422215939
-0.0296705979854,-0.048075661063194275
-0.0296705979854,-0.07291415333747864
-0.0296705979854,-0.07507026195526123
-0.0296705979854,-0.07182042300701141
-0.0296705979854,-0.06635352969169617
-0.0296705979854,-0.061000123620033264
-0.0296705979854,-0.08155311644077301
-0.0279252678156,-0.10819220542907715
-0.0290803139823,-0.10463157296180725
-0.0314159281552,-0.12454071640968323
-0.0314159281552,-0.14299042522907257
-0.0299389934237,-0.14914287626743317
-0.032550197575,-0.0979473739862442
-0.0331612564623,-0.03867919743061066
-0.0331612564623,-0.061371609568595886
-0.0349065847695,-0.0755501240491867
-0.0349065847695,-0.09640936553478241
-0.0458284500335,-0.08972857892513275
-0.0523598790169,-0.05410601198673248
-0.046907210769,-0.06237958371639252
-0.0408051947944,-0.09404851496219635
-0.0399417449655,-0.11743412911891937
-0.0383972451091,-0.13682608306407928
-0.0381990092053,-0.07075168192386627
-0.0327786357097,-0.03209049999713898
-0.0277464048529,-0.02076922357082367
-0.0244346093386,-0.05638141930103302
-0.0226892810315,-0.12832985818386078
-0.019925133127,-0.1543864756822586
-0.0191986225545,-0.11987535655498505
-0.0191986225545,-0.10352851450443268
-0.0190686929655,-0.08993537724018097
-0.0174532923847,-0.04509381949901581
-0.0174532923847,-0.08214150369167328
-0.0191986225545,-0.06657515466213226
-0.0191986225545,-0.0625627189874649
-0.0191986225545,-0.07395441830158234
-0.0191986225545,-0.09944267570972443
-0.0209439508617,-0.09207378327846527
-0.0209439508617,-0.10573619604110718
-0.0219077666152,-0.10092896223068237
-0.0226892810315,-0.08357368409633636
-0.0226892810315,-0.1153109222650528
-0.0226892810315,-0.10968025028705597
-0.0253607554435,-0.1153402179479599
-0.0332155078575,-0.12379683554172516
-0.0349065847695,-0.17745086550712585
-0.0349065847695,-0.2038607895374298
-0.0384293115582,-0.22959250211715698
-0.0418840402799,-0.1996101438999176
-0.046245502043,-0.20608508586883545
-0.0540889632997,-0.217612162232399
-0.0636709502156,-0.20913442969322205
-0.069813169539,-0.23166540265083313
-0.069813169539,-0.23880250751972198
-0.0680678412318,-0.18347416818141937
-0.0680678412318,-0.15914787352085114
-0.0712808155375,-0.15559719502925873
-0.0784908103537,-0.17855121195316315
-0.0872027430708,-0.16231657564640045
-0.0933303219328,-0.21952636539936066
-0.0959367873007,-0.23499919474124908
-0.0959931090474,-0.23210692405700684
-0.0959931090474,-0.21616476774215698
-0.0959931090474,-0.21512161195278168
-0.0959931090474,-0.23017668724060059
-0.0959931090474,-0.18110065162181854
-0.0959931090474,-0.16135528683662415
-0.0959931090474,-0.15387973189353943
-0.0959931090474,-0.15853580832481384
-0.0959931090474,-0.1476493626832962
-0.092616308288,-0.09905721247196198
-0.0925024524331,-0.08748538792133331
